RecordDate,PetrinexFacilityID,ActivityId,Product,Volume,units,is_current
2022-09-01,ABIF0008917,INJ,WATER,996,m3,true
2022-09-01,ABIF0008917,INVCL,WATER,0.1,m3,true
2022-09-01,ABIF0008917,INVOP,WATER,0.1,m3,true
2022-09-01,ABIF0008917,REC,WATER,996,m3,true
2022-09-01,ABIF0008992,DIFF,WATER,0,m3,true
2022-09-01,ABIF0008992,INJ,WATER,329,m3,true
2022-09-01,ABIF0008992,REC,WATER,329,m3,true
2022-09-01,ABIF0009829,SHUTIN,,,,true
2022-09-01,ABIF0009829,DIFF,WATER,0,m3,true
2022-09-01,ABIF0009829,INJ,WATER,1011,m3,true
2022-09-01,ABIF0009829,REC,WATER,1011,m3,true
2022-09-01,ABIF0009839,DIFF,WATER,0,m3,true
2022-09-01,ABIF0009839,INJ,WATER,3060,m3,true
2022-09-01,ABIF0009839,REC,WATER,3060,m3,true
2022-09-01,ABIF0140734,DIFF,WATER,0,m3,true
2022-09-01,ABIF0140734,INJ,WATER,5102,m3,true
2022-09-01,ABIF0140734,REC,WATER,5102,m3,true
2022-09-01,ABIF0156447,PROD,BRKWTR,29144.4,,true
2022-09-01,ABIF0156447,INJ,CO2,7.3,,true
2022-09-01,ABIF0156447,INJ,CO2,2103.3,,true
2022-09-01,ABIF0156447,INJ,CO2,4419.1,,true
2022-09-01,ABIF0156447,INJ,CO2,5190.2,,true
2022-09-01,ABIF0156447,INJ,CO2,7103.6,,true
2022-09-01,ABIF0156447,INJ,CO2,1832.3,,true
2022-09-01,ABIF0156447,INJ,CO2,24884.2,,true
2022-09-01,ABIF0156447,INJ,CO2,945.9,,true
2022-09-01,ABIF0156447,REC,CO2,39698.3,,true
2022-09-01,ABIF0156447,REC,CO2,6787.5,,true
2022-09-01,ABIF0156447,DIFF,GAS,0,e3m3,true
2022-09-01,ABIF0156447,INJ,GAS,0.9,e3m3,true
2022-09-01,ABIF0156447,INJ,GAS,252.1,e3m3,true
2022-09-01,ABIF0156447,INJ,GAS,529.3,e3m3,true
2022-09-01,ABIF0156447,INJ,GAS,625.3,e3m3,true
2022-09-01,ABIF0156447,INJ,GAS,852.3,e3m3,true
2022-09-01,ABIF0156447,INJ,GAS,219.7,e3m3,true
2022-09-01,ABIF0156447,INJ,GAS,2984.4,e3m3,true
2022-09-01,ABIF0156447,INJ,GAS,108.3,e3m3,true
2022-09-01,ABIF0156447,REC,GAS,5489.5,e3m3,true
2022-09-01,ABIF0156447,REC,GAS,82.9,e3m3,true
2022-09-01,ABIF0156447,DIFF,WATER,0,m3,true
2022-09-01,ABIF0156447,INJ,WATER,26546.7,m3,true
2022-09-01,ABIF0156447,INJ,WATER,16290,m3,true
2022-09-01,ABIF0156447,REC,WATER,13692.3,m3,true
2022-07-01,ABBT0048421,DIFF,GAS,0,e3m3,true
2022-07-01,ABBT0048421,DISP,GAS,44,e3m3,true
2022-07-01,ABBT0048421,PROD,GAS,44.3,e3m3,true
2022-07-01,ABBT0048421,VENT,GAS,0.3,e3m3,true
2022-07-01,ABBT0059275,SHUTIN,,,,true
2022-07-01,ABBT0059275,IMBAL,OIL,0,m3,true
2022-07-01,ABBT0059275,INVCL,OIL,7.9,m3,true
2022-07-01,ABBT0059275,INVOP,OIL,7.9,m3,true
2022-07-01,ABBT0083457,IMBAL,OIL,0,m3,true
2022-07-01,ABBT0083457,INVCL,OIL,12,m3,true
2022-07-01,ABBT0083457,INVOP,OIL,12,m3,true
2022-07-01,ABBT0083457,DIFF,WATER,0,m3,true
2022-07-01,ABBT0083457,INVCL,WATER,10.4,m3,true
2022-07-01,ABBT0083457,INVOP,WATER,10.4,m3,true
2022-07-01,ABBT0091980,SHUTIN,,,,true
2022-07-01,ABBT0091980,IMBAL,OIL,0,m3,true
2022-07-01,ABBT0091980,INVCL,OIL,24.6,m3,true
2022-07-01,ABBT0091980,INVOP,OIL,24.6,m3,true
2022-07-01,ABBT0101896,PROD,COND,4.9,m3,true
2022-07-01,ABBT0101896,DIFF,GAS,0,e3m3,true
2022-07-01,ABBT0101896,DISP,GAS,496.3,e3m3,true
2022-07-01,ABBT0101896,FLARE,GAS,4.4,e3m3,true
2022-07-01,ABBT0101896,FUEL,GAS,5.4,e3m3,true
2022-07-01,ABBT0101896,PROD,GAS,29.6,e3m3,true
2022-07-01,ABBT0101896,PROD,GAS,19.5,e3m3,true
2022-07-01,ABBT0101896,PROD,GAS,75.8,e3m3,true
2022-07-01,ABBT0101896,PROD,GAS,21.8,e3m3,true
2022-07-01,ABBT0101896,PROD,GAS,26.9,e3m3,true
2022-07-01,ABBT0101896,PROD,GAS,77.5,e3m3,true
2022-07-01,ABBT0101896,PROD,GAS,61.8,e3m3,true
2022-07-01,ABBT0101896,PROD,GAS,28.4,e3m3,true
2022-07-01,ABBT0101896,PROD,GAS,56.6,e3m3,true
2022-07-01,ABBT0101896,PROD,GAS,98.5,e3m3,true
2022-07-01,ABBT0101896,REC,GAS,9.9,e3m3,true
2022-07-01,ABBT0101896,VENT,GAS,0.2,e3m3,true
2022-07-01,ABBT0101896,DISP,OIL,4.9,m3,true
2022-07-01,ABBT0101896,IMBAL,OIL,0,m3,true
2022-07-01,ABBT0101896,DISP,SAND,0.5,,true
2022-07-01,ABBT0101896,DIFF,WATER,0,m3,true
2022-07-01,ABBT0101896,DISP,WATER,1,m3,true
2022-07-01,ABBT0101896,PROD,WATER,1,m3,true
2022-07-01,ABBT0120813,DIFF,GAS,0,e3m3,true
2022-07-01,ABBT0120813,DISP,GAS,29.8,e3m3,true
2022-07-01,ABBT0120813,FUEL,GAS,2,e3m3,true
2022-07-01,ABBT0120813,PROD,GAS,33.3,e3m3,true
2022-07-01,ABBT0120813,VENT,GAS,1.5,e3m3,true
2022-07-01,ABBT0120813,IMBAL,OIL,0,m3,true
2022-07-01,ABBT0120813,INVCL,OIL,40.9,m3,true
2022-07-01,ABBT0120813,INVOP,OIL,33.4,m3,true
2022-07-01,ABBT0120813,PROD,OIL,7.5,m3,true
2022-07-01,ABBT0120813,DIFF,WATER,0,m3,true
2022-07-01,ABBT0120813,INVCL,WATER,1.1,m3,true
2022-07-01,ABBT0120813,INVOP,WATER,1.1,m3,true
2022-07-01,ABBT0137951,,,,,true
2022-07-01,ABBT0137951,SHUTIN,,,,true
2022-07-01,ABBT0137951,DIFF,GAS,0,e3m3,true
2022-07-01,ABBT0137951,DISP,GAS,49.7,e3m3,true
2022-07-01,ABBT0137951,PROD,GAS,11.4,e3m3,true
2022-07-01,ABBT0137951,PROD,GAS,20.6,e3m3,true
2022-07-01,ABBT0137951,PROD,GAS,8.1,e3m3,true
2022-07-01,ABBT0137951,PROD,GAS,1.4,e3m3,true
2022-07-01,ABBT0137951,PROD,GAS,8.2,e3m3,true
2022-07-01,ABBT0137951,DIFF,WATER,0,m3,true
2022-07-01,ABBT0137951,INVCL,WATER,3,m3,true
2022-07-01,ABBT0137951,INVOP,WATER,3,m3,true
2022-07-01,ABBT0141479,SHUTIN,,,,true
2022-07-01,ABBT2240034,,,,,true
2022-07-01,ABBT2240034,,,,,true
2022-07-01,ABBT2240034,,,,,true
2022-07-01,ABBT2240034,SHUTIN,,,,true
2022-07-01,ABBT2240034,SHUTIN,,,,true
2022-07-01,ABBT2240034,SHUTIN,,,,true
2022-07-01,ABBT2240034,SHUTIN,,,,true
2022-07-01,ABBT2240034,SHUTIN,,,,true
2022-07-01,ABBT2240034,SHUTIN,,,,true
2022-07-01,ABBT2240034,SHUTIN,,,,true
2022-07-01,ABBT2240034,DISP,CO2,36563.3,,true
2022-07-01,ABBT2240034,DIFF,GAS,0,e3m3,true
2022-07-01,ABBT2240034,DISP,GAS,5826.7,e3m3,true
2022-07-01,ABBT2240034,FLARE,GAS,58.5,e3m3,true
2022-07-01,ABBT2240034,FUEL,GAS,147.7,e3m3,true
2022-07-01,ABBT2240034,PROD,GAS,8.4,e3m3,true
2022-07-01,ABBT2240034,PROD,GAS,6212.2,e3m3,true
2022-07-01,ABBT2240034,PROD,GAS,10.7,e3m3,true
2022-07-01,ABBT2240034,PROD,GAS,27.5,e3m3,true
2022-07-01,ABBT2240034,PROD,GAS,14.7,e3m3,true
2022-07-01,ABBT2240034,PROD,GAS,13967.1,e3m3,true
2022-07-01,ABBT2240034,PROD,GAS,1.5,e3m3,true
2022-07-01,ABBT2240034,PROD,GAS,6.5,e3m3,true
2022-07-01,ABBT2240034,PROD,GAS,14194.2,e3m3,true
2022-07-01,ABBT2240034,PROD,GAS,1515.1,e3m3,true
2022-07-01,ABBT2240034,PROD,GAS,5538.1,e3m3,true
2022-07-01,ABBT2240034,PROD,GAS,22,e3m3,true
2022-07-01,ABBT2240034,PROD,GAS,824.1,e3m3,true
2022-07-01,ABBT2240034,PROD,GAS,0.8,e3m3,true
2022-07-01,ABBT2240034,PROD,GAS,24.8,e3m3,true
2022-07-01,ABBT2240034,PURREC,GAS,228.7,e3m3,true
2022-07-01,ABBT2240034,VENT,GAS,0.2,e3m3,true
2022-07-01,ABBT2240034,DISP,OIL,4278.3,m3,true
2022-07-01,ABBT2240034,IMBAL,OIL,0,m3,true
2022-07-01,ABBT2240034,PROD,OIL,2.8,m3,true
2022-07-01,ABBT2240034,PROD,OIL,531.3,m3,true
2022-07-01,ABBT2240034,PROD,OIL,38.6,m3,true
2022-07-01,ABBT2240034,PROD,OIL,34.3,m3,true
2022-07-01,ABBT2240034,PROD,OIL,58.8,m3,true
2022-07-01,ABBT2240034,PROD,OIL,1190.6,m3,true
2022-07-01,ABBT2240034,PROD,OIL,2.8,m3,true
2022-07-01,ABBT2240034,PROD,OIL,1212.2,m3,true
2022-07-01,ABBT2240034,PROD,OIL,200,m3,true
2022-07-01,ABBT2240034,PROD,OIL,477.3,m3,true
2022-07-01,ABBT2240034,PROD,OIL,312,m3,true
2022-07-01,ABBT2240034,PROD,OIL,59.2,m3,true
2022-07-01,ABBT2240034,PROD,OIL,0.1,m3,true
2022-07-01,ABBT2240034,PROD,OIL,158.3,m3,true
2022-07-01,ABBT2240034,ROYALTY,OIL,0.1,m3,true
2022-07-01,ABBT2240034,ROYALTY,OIL,12.4,m3,true
2022-07-01,ABBT2240034,ROYALTY,OIL,2.9,m3,true
2022-07-01,ABBT2240034,ROYALTY,OIL,6.7,m3,true
2022-07-01,ABBT2240034,ROYALTY,OIL,27.9,m3,true
2022-07-01,ABBT2240034,ROYALTY,OIL,0.1,m3,true
2022-07-01,ABBT2240034,ROYALTY,OIL,28.4,m3,true
2022-07-01,ABBT2240034,ROYALTY,OIL,4.6,m3,true
2022-07-01,ABBT2240034,ROYALTY,OIL,11.2,m3,true
2022-07-01,ABBT2240034,ROYALTY,OIL,57.8,m3,true
2022-07-01,ABBT2240034,ROYALTY,OIL,5.9,m3,true
2022-07-01,ABBT2240034,ROYALTY,OIL,33.1,m3,true
2022-07-01,ABBT2240034,DIFF,WATER,0,m3,true
2022-07-01,ABBT2240034,DISP,WATER,13.1,m3,true
2022-07-01,ABBT2240034,DISP,WATER,13935.1,m3,true
2022-07-01,ABBT2240034,PROD,WATER,394.9,m3,true
2022-07-01,ABBT2240034,PROD,WATER,1336.1,m3,true
2022-07-01,ABBT2240034,PROD,WATER,320.9,m3,true
2022-07-01,ABBT2240034,PROD,WATER,1630.7,m3,true
2022-07-01,ABBT2240034,PROD,WATER,973.1,m3,true
2022-07-01,ABBT2240034,PROD,WATER,3395.5,m3,true
2022-07-01,ABBT2240034,PROD,WATER,318,m3,true
2022-07-01,ABBT2240034,PROD,WATER,3252.2,m3,true
2022-07-01,ABBT2240034,PROD,WATER,4,m3,true
2022-07-01,ABBT2240034,PROD,WATER,1089.6,m3,true
2022-07-01,ABBT2240034,PROD,WATER,307.7,m3,true
2022-07-01,ABBT2240034,PROD,WATER,544.3,m3,true
2022-07-01,ABBT2240034,PROD,WATER,1.1,m3,true
2022-07-01,ABBT2240034,PROD,WATER,380.1,m3,true
2022-07-01,ABBT3620003,,,,,true
2022-07-01,ABBT3620003,,,,,true
2022-07-01,ABBT3620003,,,,,true
2022-07-01,ABBT3620003,SHUTIN,,,,true
2022-07-01,ABBT3620003,DIFF,GAS,0,e3m3,true
2022-07-01,ABBT3620003,FLARE,GAS,9.8,e3m3,true
2022-07-01,ABBT3620003,FUEL,GAS,4,e3m3,true
2022-07-01,ABBT3620003,PROD,GAS,4.1,e3m3,true
2022-07-01,ABBT3620003,PROD,GAS,3.8,e3m3,true
2022-07-01,ABBT3620003,PROD,GAS,2.8,e3m3,true
2022-07-01,ABBT3620003,PROD,GAS,3.3,e3m3,true
2022-07-01,ABBT3620003,VENT,GAS,0.2,e3m3,true
2022-07-01,ABBT3620003,DISP,OIL,81.8,m3,true
2022-07-01,ABBT3620003,IMBAL,OIL,0,m3,true
2022-07-01,ABBT3620003,INVCL,OIL,16.1,m3,true
2022-07-01,ABBT3620003,INVOP,OIL,21.1,m3,true
2022-07-01,ABBT3620003,PROD,OIL,33.9,m3,true
2022-07-01,ABBT3620003,PROD,OIL,12.8,m3,true
2022-07-01,ABBT3620003,PROD,OIL,6.2,m3,true
2022-07-01,ABBT3620003,PROD,OIL,23.9,m3,true
2022-07-01,ABBT3620003,ROYALTY,OIL,4.6,m3,true
2022-07-01,ABBT3620003,ROYALTY,OIL,0.4,m3,true
2022-07-01,ABBT3620003,DIFF,WATER,0,m3,true
2022-07-01,ABBT3620003,DISP,WATER,1331.4,m3,true
2022-07-01,ABBT3620003,INVCL,WATER,46.9,m3,true
2022-07-01,ABBT3620003,INVOP,WATER,46.9,m3,true
2022-07-01,ABBT3620003,PROD,WATER,373.4,m3,true
2022-07-01,ABBT3620003,PROD,WATER,139.6,m3,true
2022-07-01,ABBT3620003,PROD,WATER,719.3,m3,true
2022-07-01,ABBT3620003,PROD,WATER,99.1,m3,true
2022-07-01,ABBT3710049,,,,,true
2022-07-01,ABBT3710049,,,,,true
2022-07-01,ABBT3710049,,,,,true
2022-07-01,ABBT3710049,SHUTIN,,,,true
2022-07-01,ABBT3710049,SHUTIN,,,,true
2022-07-01,ABBT3710049,SHUTIN,,,,true
2022-07-01,ABBT3710049,SHUTIN,,,,true
2022-07-01,ABBT3710049,SHUTIN,,,,true
2022-07-01,ABBT3710049,SHUTIN,,,,true
2022-07-01,ABBT3710049,DIFF,GAS,0,e3m3,true
2022-07-01,ABBT3710049,FLARE,GAS,286.7,e3m3,true
2022-07-01,ABBT3710049,FUEL,GAS,87.6,e3m3,true
2022-07-01,ABBT3710049,PROD,GAS,3.5,e3m3,true
2022-07-01,ABBT3710049,PROD,GAS,9.2,e3m3,true
2022-07-01,ABBT3710049,PROD,GAS,2.5,e3m3,true
2022-07-01,ABBT3710049,PROD,GAS,12.1,e3m3,true
2022-07-01,ABBT3710049,PROD,GAS,9.8,e3m3,true
2022-07-01,ABBT3710049,PROD,GAS,0.8,e3m3,true
2022-07-01,ABBT3710049,PROD,GAS,15.4,e3m3,true
2022-07-01,ABBT3710049,PROD,GAS,10.7,e3m3,true
2022-07-01,ABBT3710049,PROD,GAS,11.3,e3m3,true
2022-07-01,ABBT3710049,PROD,GAS,0.1,e3m3,true
2022-07-01,ABBT3710049,PROD,GAS,9.6,e3m3,true
2022-07-01,ABBT3710049,PROD,GAS,14.3,e3m3,true
2022-07-01,ABBT3710049,PROD,GAS,14.1,e3m3,true
2022-07-01,ABBT3710049,PROD,GAS,1.2,e3m3,true
2022-07-01,ABBT3710049,PROD,GAS,13.3,e3m3,true
2022-07-01,ABBT3710049,PROD,GAS,2.7,e3m3,true
2022-07-01,ABBT3710049,PROD,GAS,12.9,e3m3,true
2022-07-01,ABBT3710049,PROD,GAS,0.5,e3m3,true
2022-07-01,ABBT3710049,PROD,GAS,9.5,e3m3,true
2022-07-01,ABBT3710049,PROD,GAS,2.1,e3m3,true
2022-07-01,ABBT3710049,PROD,GAS,2.3,e3m3,true
2022-07-01,ABBT3710049,PROD,GAS,9.4,e3m3,true
2022-07-01,ABBT3710049,PROD,GAS,9.4,e3m3,true
2022-07-01,ABBT3710049,PROD,GAS,11.6,e3m3,true
2022-07-01,ABBT3710049,PROD,GAS,3.8,e3m3,true
2022-07-01,ABBT3710049,PROD,GAS,15.4,e3m3,true
2022-07-01,ABBT3710049,PROD,GAS,16,e3m3,true
2022-07-01,ABBT3710049,PROD,GAS,8.5,e3m3,true
2022-07-01,ABBT3710049,PROD,GAS,4.7,e3m3,true
2022-07-01,ABBT3710049,PROD,GAS,3.9,e3m3,true
2022-07-01,ABBT3710049,PROD,GAS,12,e3m3,true
2022-07-01,ABBT3710049,PROD,GAS,30.1,e3m3,true
2022-07-01,ABBT3710049,PROD,GAS,2.9,e3m3,true
2022-07-01,ABBT3710049,PROD,GAS,2,e3m3,true
2022-07-01,ABBT3710049,PURREC,GAS,38.1,e3m3,true
2022-07-01,ABBT3710049,PURREC,GAS,49.5,e3m3,true
2022-07-01,ABBT3710049,VENT,GAS,0.9,e3m3,true
2022-07-01,ABBT3710049,DISP,OIL,1591.8,m3,true
2022-07-01,ABBT3710049,IMBAL,OIL,0,m3,true
2022-07-01,ABBT3710049,INVCL,OIL,130.6,m3,true
2022-07-01,ABBT3710049,INVOP,OIL,130.6,m3,true
2022-07-01,ABBT3710049,PROD,OIL,63.7,m3,true
2022-07-01,ABBT3710049,PROD,OIL,29.1,m3,true
2022-07-01,ABBT3710049,PROD,OIL,40.7,m3,true
2022-07-01,ABBT3710049,PROD,OIL,118.8,m3,true
2022-07-01,ABBT3710049,PROD,OIL,8.1,m3,true
2022-07-01,ABBT3710049,PROD,OIL,25,m3,true
2022-07-01,ABBT3710049,PROD,OIL,49,m3,true
2022-07-01,ABBT3710049,PROD,OIL,31.3,m3,true
2022-07-01,ABBT3710049,PROD,OIL,21.2,m3,true
2022-07-01,ABBT3710049,PROD,OIL,16,m3,true
2022-07-01,ABBT3710049,PROD,OIL,32.7,m3,true
2022-07-01,ABBT3710049,PROD,OIL,48.9,m3,true
2022-07-01,ABBT3710049,PROD,OIL,141.1,m3,true
2022-07-01,ABBT3710049,PROD,OIL,19.6,m3,true
2022-07-01,ABBT3710049,PROD,OIL,71.4,m3,true
2022-07-01,ABBT3710049,PROD,OIL,33.1,m3,true
2022-07-01,ABBT3710049,PROD,OIL,45.8,m3,true
2022-07-01,ABBT3710049,PROD,OIL,27.5,m3,true
2022-07-01,ABBT3710049,PROD,OIL,45.2,m3,true
2022-07-01,ABBT3710049,PROD,OIL,20.5,m3,true
2022-07-01,ABBT3710049,PROD,OIL,45.7,m3,true
2022-07-01,ABBT3710049,PROD,OIL,81.6,m3,true
2022-07-01,ABBT3710049,PROD,OIL,81.6,m3,true
2022-07-01,ABBT3710049,PROD,OIL,19.3,m3,true
2022-07-01,ABBT3710049,PROD,OIL,10.3,m3,true
2022-07-01,ABBT3710049,PROD,OIL,41.4,m3,true
2022-07-01,ABBT3710049,PROD,OIL,114.2,m3,true
2022-07-01,ABBT3710049,PROD,OIL,65.9,m3,true
2022-07-01,ABBT3710049,PROD,OIL,27.3,m3,true
2022-07-01,ABBT3710049,PROD,OIL,41.8,m3,true
2022-07-01,ABBT3710049,PROD,OIL,94.2,m3,true
2022-07-01,ABBT3710049,PROD,OIL,40.9,m3,true
2022-07-01,ABBT3710049,PROD,OIL,23.4,m3,true
2022-07-01,ABBT3710049,PROD,OIL,15.5,m3,true
2022-07-01,ABBT3710049,ROYALTY,OIL,3.6,m3,true
2022-07-01,ABBT3710049,ROYALTY,OIL,0.6,m3,true
2022-07-01,ABBT3710049,ROYALTY,OIL,8.6,m3,true
2022-07-01,ABBT3710049,ROYALTY,OIL,4.1,m3,true
2022-07-01,ABBT3710049,ROYALTY,OIL,1.4,m3,true
2022-07-01,ABBT3710049,ROYALTY,OIL,0.9,m3,true
2022-07-01,ABBT3710049,ROYALTY,OIL,50.8,m3,true
2022-07-01,ABBT3710049,ROYALTY,OIL,1.7,m3,true
2022-07-01,ABBT3710049,ROYALTY,OIL,16.7,m3,true
2022-07-01,ABBT3710049,ROYALTY,OIL,7.7,m3,true
2022-07-01,ABBT3710049,ROYALTY,OIL,7.5,m3,true
2022-07-01,ABBT3710049,ROYALTY,OIL,1.4,m3,true
2022-07-01,ABBT3710049,ROYALTY,OIL,7.7,m3,true
2022-07-01,ABBT3710049,ROYALTY,OIL,0.8,m3,true
2022-07-01,ABBT3710049,ROYALTY,OIL,6.5,m3,true
2022-07-01,ABBT3710049,ROYALTY,OIL,3.6,m3,true
2022-07-01,ABBT3710049,ROYALTY,OIL,17.9,m3,true
2022-07-01,ABBT3710049,DISP,SAND,6.6,,true
2022-07-01,ABBT3710049,DIFF,WATER,0,m3,true
2022-07-01,ABBT3710049,DISP,WATER,16.1,m3,true
2022-07-01,ABBT3710049,DISP,WATER,67790,m3,true
2022-07-01,ABBT3710049,DISP,WATER,3371,m3,true
2022-07-01,ABBT3710049,DISP,WATER,4613,m3,true
2022-07-01,ABBT3710049,PROD,WATER,120.5,m3,true
2022-07-01,ABBT3710049,PROD,WATER,1675.7,m3,true
2022-07-01,ABBT3710049,PROD,WATER,1182.8,m3,true
2022-07-01,ABBT3710049,PROD,WATER,840.7,m3,true
2022-07-01,ABBT3710049,PROD,WATER,1710.6,m3,true
2022-07-01,ABBT3710049,PROD,WATER,629.7,m3,true
2022-07-01,ABBT3710049,PROD,WATER,2018,m3,true
2022-07-01,ABBT3710049,PROD,WATER,644.7,m3,true
2022-07-01,ABBT3710049,PROD,WATER,1469.5,m3,true
2022-07-01,ABBT3710049,PROD,WATER,1671.7,m3,true
2022-07-01,ABBT3710049,PROD,WATER,3369.6,m3,true
2022-07-01,ABBT3710049,PROD,WATER,5054.4,m3,true
2022-07-01,ABBT3710049,PROD,WATER,2145.1,m3,true
2022-07-01,ABBT3710049,PROD,WATER,623.6,m3,true
2022-07-01,ABBT3710049,PROD,WATER,1810.5,m3,true
2022-07-01,ABBT3710049,PROD,WATER,1365.7,m3,true
2022-07-01,ABBT3710049,PROD,WATER,6860.5,m3,true
2022-07-01,ABBT3710049,PROD,WATER,751.8,m3,true
2022-07-01,ABBT3710049,PROD,WATER,587.8,m3,true
2022-07-01,ABBT3710049,PROD,WATER,1053.8,m3,true
2022-07-01,ABBT3710049,PROD,WATER,1875,m3,true
2022-07-01,ABBT3710049,PROD,WATER,1410.8,m3,true
2022-07-01,ABBT3710049,PROD,WATER,1410.8,m3,true
2022-07-01,ABBT3710049,PROD,WATER,10058.5,m3,true
2022-07-01,ABBT3710049,PROD,WATER,448.5,m3,true
2022-07-01,ABBT3710049,PROD,WATER,1793.8,m3,true
2022-07-01,ABBT3710049,PROD,WATER,885.6,m3,true
2022-07-01,ABBT3710049,PROD,WATER,4571,m3,true
2022-07-01,ABBT3710049,PROD,WATER,2868.9,m3,true
2022-07-01,ABBT3710049,PROD,WATER,1221.3,m3,true
2022-07-01,ABBT3710049,PROD,WATER,2105.1,m3,true
2022-07-01,ABBT3710049,PROD,WATER,10731.7,m3,true
2022-07-01,ABBT3710049,PROD,WATER,493.7,m3,true
2022-07-01,ABBT3710049,PROD,WATER,328.7,m3,true
2022-07-01,ABBT4180001,,,,,true
2022-07-01,ABBT4180001,,,,,true
2022-07-01,ABBT4180001,,,,,true
2022-07-01,ABBT4180001,DIFF,GAS,0,e3m3,true
2022-07-01,ABBT4180001,DISP,GAS,26.8,e3m3,true
2022-07-01,ABBT4180001,FLARE,GAS,3.8,e3m3,true
2022-07-01,ABBT4180001,FUEL,GAS,6.1,e3m3,true
2022-07-01,ABBT4180001,PROD,GAS,28,e3m3,true
2022-07-01,ABBT4180001,PROD,GAS,10.2,e3m3,true
2022-07-01,ABBT4180001,VENT,GAS,1.5,e3m3,true
2022-07-01,ABBT4180001,DISP,OIL,413.3,m3,true
2022-07-01,ABBT4180001,IMBAL,OIL,0,m3,true
2022-07-01,ABBT4180001,INVCL,OIL,37.3,m3,true
2022-07-01,ABBT4180001,INVOP,OIL,37,m3,true
2022-07-01,ABBT4180001,PROD,OIL,298.4,m3,true
2022-07-01,ABBT4180001,PROD,OIL,115.2,m3,true
2022-07-01,ABBT4180001,ROYALTY,OIL,119.4,m3,true
2022-07-01,ABBT4180001,ROYALTY,OIL,39.9,m3,true
2022-07-01,ABBT4180001,DIFF,WATER,0,m3,true
2022-07-01,ABBT4180001,DISP,WATER,2.3,m3,true
2022-07-01,ABBT4180001,DISP,WATER,3474.5,m3,true
2022-07-01,ABBT4180001,PROD,WATER,2418.2,m3,true
2022-07-01,ABBT4180001,PROD,WATER,1058.6,m3,true
2022-07-01,ABBT4550001,,,,,true
2022-07-01,ABBT4550001,,,,,true
2022-07-01,ABBT4550001,,,,,true
2022-07-01,ABBT4550001,SHUTIN,,,,true
2022-07-01,ABBT4550001,SHUTIN,,,,true
2022-07-01,ABBT4550001,SHUTIN,,,,true
2022-07-01,ABBT4550001,SHUTIN,,,,true
2022-07-01,ABBT4550001,SHUTIN,,,,true
2022-07-01,ABBT4550001,SHUTIN,,,,true
2022-07-01,ABBT4550001,SHUTIN,,,,true
2022-07-01,ABBT4550001,SHUTIN,,,,true
2022-07-01,ABBT4550001,DIFF,GAS,0,e3m3,true
2022-07-01,ABBT4550001,FLARE,GAS,232.5,e3m3,true
2022-07-01,ABBT4550001,FUEL,GAS,2.9,e3m3,true
2022-07-01,ABBT4550001,PROD,GAS,5.3,e3m3,true
2022-07-01,ABBT4550001,PROD,GAS,0.9,e3m3,true
2022-07-01,ABBT4550001,PROD,GAS,57.1,e3m3,true
2022-07-01,ABBT4550001,PROD,GAS,1.7,e3m3,true
2022-07-01,ABBT4550001,PROD,GAS,26.7,e3m3,true
2022-07-01,ABBT4550001,PROD,GAS,5.3,e3m3,true
2022-07-01,ABBT4550001,PROD,GAS,78.6,e3m3,true
2022-07-01,ABBT4550001,PROD,GAS,5.4,e3m3,true
2022-07-01,ABBT4550001,PROD,GAS,5.3,e3m3,true
2022-07-01,ABBT4550001,PROD,GAS,42.8,e3m3,true
2022-07-01,ABBT4550001,REC,GAS,6.3,e3m3,true
2022-07-01,ABBT4550001,DISP,OIL,639.6,m3,true
2022-07-01,ABBT4550001,IMBAL,OIL,0,m3,true
2022-07-01,ABBT4550001,INVCL,OIL,127.9,m3,true
2022-07-01,ABBT4550001,INVOP,OIL,91.5,m3,true
2022-07-01,ABBT4550001,PROD,OIL,46.8,m3,true
2022-07-01,ABBT4550001,PROD,OIL,71.4,m3,true
2022-07-01,ABBT4550001,PROD,OIL,16.3,m3,true
2022-07-01,ABBT4550001,PROD,OIL,90.3,m3,true
2022-07-01,ABBT4550001,PROD,OIL,13.8,m3,true
2022-07-01,ABBT4550001,PROD,OIL,318.6,m3,true
2022-07-01,ABBT4550001,PROD,OIL,23.3,m3,true
2022-07-01,ABBT4550001,PROD,OIL,14.5,m3,true
2022-07-01,ABBT4550001,PROD,OIL,81,m3,true
2022-07-01,ABBT4550001,ROYALTY,OIL,1.7,m3,true
2022-07-01,ABBT4550001,ROYALTY,OIL,25.5,m3,true
2022-07-01,ABBT4550001,ROYALTY,OIL,1.4,m3,true
2022-07-01,ABBT4550001,ROYALTY,OIL,15.7,m3,true
2022-07-01,ABBT4550001,DISP,SAND,2,,true
2022-07-01,ABBT4550001,DIFF,WATER,0,m3,true
2022-07-01,ABBT4550001,DISP,WATER,48.6,m3,true
2022-07-01,ABBT4550001,DISP,WATER,5121,m3,true
2022-07-01,ABBT4550001,DISP,WATER,2550.1,m3,true
2022-07-01,ABBT4550001,DISP,WATER,1153.8,m3,true
2022-07-01,ABBT4550001,PROD,WATER,1301.7,m3,true
2022-07-01,ABBT4550001,PROD,WATER,67.6,m3,true
2022-07-01,ABBT4550001,PROD,WATER,627,m3,true
2022-07-01,ABBT4550001,PROD,WATER,558.4,m3,true
